model.name,model.id,firm.id,cdid,id,price,mpd,air,mpg,space,hpwt,trend,share,outshr,y
PG504 ,393,14,1,1493,-3.173765199068553,2.0873076923076925,0,1.8760000000000001,1.1682000000000001,0.3643564356435644,0,5.348251244825725e-5,0.8801062901193832,-2.1580556333459295
PS914 ,428,12,1,1494,-2.8848763101796653,2.280906593406593,0,2.05,1.0205000000000002,0.4308160162189559,0,1.579428879956806e-4,0.8801062901193832,-1.0751768643884194
PS911 ,424,12,1,1496,4.27561751698083,1.9526785714285715,0,1.7550000000000001,1.0495999999999999,0.6344950848972296,0,7.990881276621273e-5,0.8801062901193832,-1.7565242195487905
RNR10 ,471,24,1,1497,-7.205863964500653,2.5535027472527476,0,2.295,1.002,0.29365495542737285,0,1.1047453356530086e-4,0.8801062901193832,-1.4326253347640048
SA99  ,479,11,1,1498,-3.428086186722876,2.1229120879120877,0,1.908,1.1352,0.34939759036144574,0,3.5185074089627455e-5,0.8801062901193832,-2.5767884025555947
TYCORO,503,1,1,1501,-6.84043186573522,2.5846565934065935,0,2.323,0.948,0.45012787723785164,0,0.0017462805207270982,0.8801062901193832,1.3278330245983199
TYCORO,503,1,1,1503,-6.4527775447475655,2.3888324175824174,0,2.147,1.0353999999999999,0.4976958525345623,0,0.0010177275181474594,0.8801062901193832,0.7879171336916189
TYCRMK,506,1,1,1504,-6.131789890426578,2.2987087912087913,0,2.066,1.1008,0.4675324675324676,0,0.0011712160297558342,0.8801062901193832,0.9283874660336773
TYCROW,508,1,1,1505,-4.726851618821641,1.773543956043956,0,1.5939999999999999,1.2395,0.387858347386172,0,5.90017397564341e-5,0.8801062901193832,-2.0598434328200117
TYCELI,499,1,1,1506,-5.346604705241393,2.335425824175824,0,2.0989999999999998,1.0332,0.42731277533039647,0,2.6354310396544485e-4,0.8801062901193832,-0.5631934266733456
VWBEET,540,7,1,1507,-7.205863964500653,2.692582417582418,0,2.42,0.9699,0.3191489361702127,0,0.005317865498830164,0.8801062901193832,2.4414169161120185
VWSQB ,553,7,1,1508,-5.344135569438925,2.4800686813186816,0,2.229,1.1008,0.24062933826931976,0,0.0012027716119743237,0.8801062901193832,0.9549734855300542
VW411 ,538,7,1,1509,-4.356481248451271,2.0606043956043956,0,1.8519999999999999,1.1946,0.3282937365010799,0,3.716479692843002e-4,0.8801062901193832,-0.21946327658588238
VV144 ,518,6,1,1510,-3.4404318657352206,2.182994505494506,0,1.9620000000000002,1.2627,0.3761147731678945,0,1.6152738616593675e-4,0.8801062901193832,-1.0527356616185823
VV164 ,519,6,1,1511,-1.5268516188216399,2.082857142857143,0,1.8719999999999999,1.2648000000000001,0.44133099824868655,0,1.453446517487552e-4,0.8801062901193832,-1.1583025330344654
AMGREM,23,15,2,254,-6.979122869338505,2.2532631578947373,0,1.9460000000000002,1.1502000000000001,0.4009623095429029,1,0.0014678612767578497,0.8713951297416886,1.1640985026412345
AMHORN,24,15,2,256,-6.342759232974868,2.1617894736842107,0,1.8670000000000002,1.278,0.3716090672612412,1,7.951531845687243e-4,0.8713951297416886,0.5510715771384271
AMJAVL,25,15,2,258,-5.046108515271518,1.9649473684210526,0,1.6969999999999998,1.4592,0.34770514603616137,1,3.83173872910287e-4,0.8713951297416886,-0.1789743415149765
AMMATA,26,15,2,260,-5.101132438716495,2.1305263157894734,0,1.8399999999999999,1.6068,0.315357931251971,1,5.320215088423613e-4,0.8713951297416886,0.1492207147325404
AMAMBS,18,15,2,262,-2.467161146850465,1.660421052631579,0,1.434,1.6536000000000002,0.42408821034775235,1,4.3838185521091267e-4,0.8713951297416886,-0.04437285783061018
BKLSAB,45,19,2,265,-2.2925199985251066,1.5110526315789476,0,1.3050000000000002,1.768,0.35705784337062607,1,0.00245121683198781,0.8713951297416886,1.6768766424118118
BKCNTU,40,19,2,266,-0.9767305248408977,1.420736842105263,0,1.2269999999999999,1.768,0.5106672719019519,1,4.5741454337665385e-4,0.8713951297416886,-0.0018731271121152915
BKELCT,41,19,2,267,-0.06285492675477045,1.3269473684210527,0,1.1460000000000001,1.816,0.49833887043189373,1,0.002454235102782377,0.8713951297416886,1.678107220640113
BKRIVE,50,19,2,268,0.5567622981256104,1.3605263157894738,0,1.175,1.7440000000000002,0.5756389592447617,1,0.009472769629749016,0.8713951297416886,3.0287134030170195
CDCALA,86,19,2,269,2.444322106738051,1.2725263157894737,0,1.099,1.816,0.46828437633035336,1,1.0128789321768179e-4,0.8713951297416886,-1.5094963139737576
CDDEVI,89,19,2,270,3.52566181965671,1.252842105263158,0,1.082,1.816,0.4619907601847964,1,0.00273950564826889,0.8713951297416886,1.7880695588179458
CDELDR,91,19,2,271,5.535231197647143,1.1949473684210528,0,1.032,1.784,0.5019222554463905,1,5.872734465429078e-4,0.8713951297416886,0.24802734479434996
CDFLTW,92,19,2,272,6.508915408173458,1.252842105263158,0,1.082,1.8399999999999999,0.4528612597776864,1,2.9114591727593737e-4,0.8713951297416886,-0.45363862851320746
CVVEGA,150,19,2,273,-6.833189854984437,2.393368421052632,0,2.067,1.122,0.37071362372567196,1,0.0038859650408052627,0.8713951297416886,2.137663429760175
CVNOVA,146,19,2,274,-6.070031960247595,2.014736842105263,0,1.7399999999999998,1.387,0.3688799463447351,1,0.004664473780603947,0.8713951297416886,2.32026710138679
CVCHEV,135,19,2,276,-5.455199424362427,1.8943157894736842,0,1.636,1.5352000000000001,0.3433208489388265,1,0.004694436711550014,0.8713951297416886,2.3266702042573177
CVCAMA,130,19,2,281,-5.230319041587308,1.8028421052631578,0,1.557,1.41,0.35245113745594364,1,6.876382763622511e-4,0.8713951297416886,0.40579973462449104
CVMNTC,143,19,2,283,-3.7183573190992707,1.8503157894736844,0,1.598,1.5732,0.4706217912150599,1,0.002963648884265432,0.8713951297416886,1.8667133153530022
CVBISC,129,19,2,284,-4.407352534410275,1.8317894736842106,0,1.582,1.7600000000000002,0.2851957479906663,1,2.2861203498849832e-4,0.8713951297416886,-0.6954368074778419
CVBELA,128,19,2,286,-4.0963477497212795,1.5828421052631578,0,1.367,1.7600000000000002,0.28541774779449924,1,5.909803519362353e-4,0.8713951297416886,0.2543195674520513
CVIMPA,140,19,2,288,-3.7016109076160166,1.5538947368421054,0,1.342,1.7600000000000002,0.280040733197556,1,0.00833571669279571,0.8713951297416886,2.900841573479971
CVCAPR,131,19,2,290,-2.1705104291471162,1.3697894736842107,0,1.183,1.7600000000000002,0.407088122605364,1,0.0026856016761659172,0.8713951297416886,1.7681968658498786
CVCORV,139,19,2,292,1.3294895708528838,1.739157894736842,0,1.502,1.2627,0.6220839813374806,1,3.837599449092321e-4,0.8713951297416886,-0.17744599030810715
CRNEWP,121,16,2,293,-2.0700319602475954,1.440421052631579,0,1.244,1.8,0.463980463980464,1,0.0011155880499919414,0.8713951297416886,0.8896737400174652
CRNEWY,122,16,2,294,-0.12266353919496353,1.3836842105263156,0,1.1949999999999998,1.8,0.5190311418685121,1,2.500476183499143e-4,0.8713951297416886,-0.6058118308224927
DGCOLT,159,16,2,295,-6.419314256898313,2.4153684210526314,0,2.086,1.0168,0.40154813739719397,1,4.989963517018066e-4,0.8713951297416886,0.08513558055932524
DGDART,162,16,2,297,-5.971945835845681,2.165263157894737,0,1.8699999999999999,1.379,0.3502626970227671,1,0.0032777395203000687,0.8713951297416886,1.9674460892040742
DGCHLN,157,16,2,300,-5.0867783717308495,1.8063157894736843,0,1.56,1.4784,0.3583061889250815,1,3.687125463363174e-4,0.8713951297416886,-0.2174458707085627
DGCORN,161,16,2,303,-5.251850142065778,1.738,0,1.501,1.6146,0.3283582089552239,1,0.0019903737674173273,0.8713951297416886,1.4686145189581756
DGPOLA,171,16,2,308,-3.1059171277117095,1.509894736842105,0,1.3039999999999998,1.7600000000000002,0.39113428943937417,1,0.0011965245930462558,0.8713951297416886,0.9597132573453839
DGMONA,169,16,2,309,-1.9647688023528591,1.4334736842105262,0,1.238,1.784,0.4396984924623116,1,3.144569310339775e-4,0.8713951297416886,-0.37661608143195124
FDPINT,229,18,2,311,-7.072424304745203,2.4489473684210528,0,2.1149999999999998,1.1409999999999998,0.26200873362445415,1,0.006300317944059428,0.8713951297416886,2.620892174470571
FDMAVE,226,18,2,314,-6.510223347807404,2.709473684210526,0,2.34,1.3277,0.3799814643188137,1,0.003350119412169785,0.8713951297416886,1.989288065661004
FDTORI,238,18,2,316,-5.44323770187439,1.8178947368421052,0,1.5699999999999998,1.6960000000000002,0.2791654422568322,1,8.303614599053494e-4,0.8713951297416886,0.5943978959059386
FDMUST,228,18,2,319,-5.352328610965299,2.0784210526315787,0,1.795,1.4249999999999998,0.34173282706247843,1,0.0016915503069552093,0.8713951297416886,1.3059375248636176
FDGRAN,220,18,2,321,-4.907352534410275,1.9753684210526317,0,1.706,1.4249999999999998,0.35590877677954386,1,0.004339731285988484,0.8713951297416886,2.2481045055600983
FDCUST,211,18,2,323,-3.9958692808217586,1.6696842105263159,0,1.442,1.752,0.27680730986294005,1,3.2233959941978875e-4,0.8713951297416886,-0.35185755757857073
FDGLX5,219,18,2,324,-3.2996970320179297,1.6523157894736842,0,1.427,1.752,0.2735723771580345,1,0.002647140701235147,0.8713951297416886,1.75377215184895
FDLTD ,222,18,2,327,-2.455199424362428,1.4462105263157896,0,1.249,1.752,0.37638376383763833,1,0.004372375496329724,0.8713951297416886,2.255598528287937
FDTHNB,235,18,2,329,0.9012599057811137,1.2505263157894737,0,1.08,1.7280000000000002,0.48479304825062886,1,8.199440301241008e-4,0.8713951297416886,0.5817728780358955
IMLEBA,266,16,2,330,4.45389148472848,1.330421052631579,1,1.149,1.888,0.45408678102926336,1,2.0982842742230885e-4,0.8713951297416886,-0.7811730194403204
LCCONT,277,18,2,331,5.707480001474892,1.541157894736842,1,1.331,1.8,0.4517950786607503,1,6.564006388184789e-4,0.8713951297416886,0.35930812848405314
LCMARK,278,18,2,332,8.908436939273937,1.3107368421052634,1,1.1320000000000001,1.768,0.4424040066777964,1,7.272274398909906e-4,0.8713951297416886,0.461776071828206
MCCOME,320,18,2,333,-6.0245774147930495,2.336631578947368,0,2.018,1.3277,0.5347793567688855,1,9.754728868441488e-4,0.8713951297416886,0.7554591616186759
MCMONT,330,18,2,335,-4.959984113357643,1.673157894736842,0,1.4449999999999998,1.6827,0.40532715691951354,1,0.001575449443964191,0.8713951297416886,1.2348326678524204
MCCOUG,321,18,2,337,-4.546108515271518,1.6743157894736846,0,1.4460000000000002,1.4972,0.4996953077391834,1,7.0589441912939e-4,0.8713951297416886,0.4320024743878186
MCMONT,330,18,2,338,-2.6872568406303703,1.4265263157894739,0,1.232,1.8,0.394100580270793,1,3.686539391364229e-4,0.8713951297416886,-0.2176048342665018
MCMARQ,327,18,2,340,-1.0126156923050118,1.5550526315789472,0,1.343,1.8,0.4742362061103511,1,0.0012436301299614658,0.8713951297416886,0.9983267019610809
ODCUTL,376,19,2,342,-4.426491290391136,1.7600000000000002,0,1.52,1.6016000000000001,0.46471100784199826,1,0.004136408257754466,0.8713951297416886,2.2001199157248355
ODDELT,377,19,2,344,-2.316443443501184,1.496,0,1.292,1.784,0.38213518032003824,1,0.0015197579522644358,0.8713951297416886,1.198843155282045
OD98  ,370,19,2,346,-0.26141952005620794,1.432315789473684,0,1.2369999999999999,1.8239999999999998,0.5058453237410071,1,0.0017439744472608461,0.8713951297416886,1.3364587486149704
ODTORN,385,19,2,347,1.0160924416662809,1.3767368421052633,0,1.189,1.768,0.5501760563380282,1,6.807665821746201e-4,0.8713951297416886,0.395756285995275
PLVALA,421,16,2,351,-6.108309472209318,2.159473684210526,0,1.8649999999999998,1.3418999999999999,0.35714285714285715,1,0.004330691125404755,0.8713951297416886,2.2460192175705025
PLBARC,405,16,2,353,-5.278165931539462,1.8422105263157893,0,1.591,1.4025,0.3618421052631579,1,2.5135162854756705e-4,0.8713951297416886,-0.6006103346264737
PLSATL,418,16,2,356,-5.3547209554629065,1.7692631578947369,0,1.528,1.6195,0.3353658536585366,1,0.0018738773058270207,0.8713951297416886,1.4083017848977981
PLFURY,410,16,2,359,-3.47433818034329,1.5156842105263157,0,1.309,1.7440000000000002,0.390625,1,3.3702070299336274e-4,0.8713951297416886,-0.30731884226649697
PTVNTU,466,19,2,362,-5.890606122927021,2.008947368421053,0,1.735,1.4235,0.36925142665323935,1,9.696268186546717e-4,0.8713951297416886,0.7494480704894713
PTLEMA,459,19,2,364,-5.029362103788265,1.8121052631578947,0,1.565,1.5938999999999999,0.336494340776996,1,0.002558526614994652,0.8713951297416886,1.7197236268219447
PTLMNS,460,19,2,366,-3.653764017663864,1.450842105263158,0,1.253,1.5938999999999999,0.3985056039850561,1,3.2034695462337546e-4,0.8713951297416886,-0.3580585623111201
PTFIRB,452,19,2,367,-4.971945835845681,1.8329473684210529,0,1.583,1.4207999999999998,0.34711265383401707,1,0.002611991033098416,0.8713951297416886,1.7404048534799337
PTCATL,450,19,2,369,-2.878644400438983,1.5041052631578948,0,1.299,1.784,0.38517091959557054,1,5.436403862214473e-4,0.8713951297416886,0.17082476957628945
PTBNNV,448,19,2,370,-1.7877353095298911,1.4357894736842107,0,1.24,1.816,0.4314365671641791,1,0.0014170634862492857,0.8713951297416886,1.1288788380214783
AR2000,29,20,2,1512,-1.58438602723324,2.036736842105263,0,1.759,1.0726,0.5282555282555282,1,2.9039867547728237e-5,0.8713951297416886,-2.75879357502909
AD90  ,11,7,2,1513,-4.117878850199749,2.312315789473684,0,1.9969999999999999,1.1136,0.4191895668374476,1,3.9981831768032706e-4,0.8713951297416886,-0.136452965820542
BWBAVR,81,8,2,1516,1.5280541641543195,1.8815789473684212,0,1.625,1.2765,0.6629448709002093,1,3.993055046812501e-4,0.8713951297416886,-0.13773640414416555
CPSPOR,102,25,2,1517,-5.713572630104055,2.1687368421052633,0,1.873,1.092,0.3038897893030794,1,2.3311013758040176e-5,0.8713951297416886,-2.978537261581236
DTLB11,195,2,2,1519,-7.034146792783481,2.910947368421053,0,2.5140000000000002,0.9059999999999999,0.428481411468179,1,9.629309460667243e-4,0.8713951297416886,0.7425184981845856
DTPL51,199,2,2,1520,-5.885821433931805,2.6006315789473686,0,2.246,0.992,0.45075943165115145,1,0.0010597646920924235,0.8713951297416886,0.8383389699243029
FT128 ,241,17,2,1523,-6.957591768860036,2.8426315789473686,0,2.455,0.9702000000000001,0.2792022792022792,1,6.584518908147865e-5,0.8713951297416886,-1.940156837173749
MZ808 ,349,4,2,1525,-6.270988898046638,2.760421052631579,0,2.384,1.008,0.35714285714285715,1,5.1134781907957396e-5,0.8713951297416886,-2.19299827472255
